사업부(조정),부서명,대분류,중분류,소분류,합계 : 202401,합계 : 202402,합계 : 202403,합계 : 202404,합계 : 202405,합계 : 202406,합계 : 202407,합계 : 202408,합계 : 202409,합계 : 202411,합계 : 202410,합계 : 202412
공통,Business Development,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Development,임차료,관리비,지급임차료_관리비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Development,임차료,임차료,지급임차료_임차료,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Operation,기타,사무용품비,소모품비_사무용품,0.00,0.00,0.00,0.00,70.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Operation,기타,시내교통비,여비교통비_시내교통비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.67,0.00,40.17
공통,Business Operation,기타,접대비,접대비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,892.70"
공통,Business Operation,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.51
공통,Business Operation,복리후생비,식대,복리후생비_식대,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.00
공통,Business Operation,복리후생비,주재원,복리후생비_외국인직원복리,0.00,0.00,"23,149.50","44,820.83","39,256.37","32,341.67","62,967.48","55,761.00","39,436.34","41,216.84","39,436.34","49,184.20"
공통,Business Operation,지급수수료,지급수수료(중),지급수수료_지급용역료,0.00,0.00,0.00,"140,250.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Operation,출장비,국내출장비,여비교통비_국내출장비,0.00,0.00,0.00,"4,608.00","-4,608.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Operation,출장비,해외출장비,여비교통비_해외출장비,0.00,0.00,0.00,0.00,"16,315.37","4,751.89","2,588.34",0.00,0.00,"2,693.00",0.00,0.00
공통,Business Plan,감가상각비,비품,감가상각비_기계장치,"1,018.45","1,018.48","1,018.45","1,018.46",883.28,883.29,883.29,488.76,488.76,488.76,488.77,258.12
공통,Business Plan,기타,물류비,지급수수료_퀵서비스,0.00,0.00,0.00,0.00,0.00,8.38,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Plan,기타,사무용품비,소모품비_사무용품,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Plan,기타,시내교통비,여비교통비_시내교통비,443.47,-25.10,0.00,227.92,-12.90,151.31,0.00,75.61,82.84,106.35,0.00,187.81
공통,Business Plan,복리후생비,공적금,복리후생비_공적금,"7,685.00","7,685.00","7,685.00","7,685.00","7,685.00","7,685.00","3,300.00","3,300.00","3,300.00","3,300.00","3,300.00","3,300.00"
공통,Business Plan,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,926.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Business Plan,복리후생비,사회보험,복리후생비_사회보험,"17,136.96","17,136.96","17,136.96","15,855.98","16,496.47","16,496.47","7,082.90","7,030.10","7,056.50","7,056.50","7,056.50","7,056.50"
공통,Business Plan,인건비,"급여,성과급",인건비,"99,733.33","153,167.57","-172,925.97","106,040.00","106,040.00","118,798.32","36,666.67","36,666.67","36,666.67","36,666.67","36,666.67","36,666.67"
공통,Business Plan,출장비,해외출장비,여비교통비_해외출장비,0.00,0.00,0.00,0.00,0.00,230.06,0.00,0.00,0.00,0.00,0.00,0.00
공통,Client Service,감가상각비,비품,감가상각비_기계장치,141.58,141.58,141.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Client Service,기타,물류비,지급수수료_퀵서비스,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,488.68,859.17,526.38,790.96
공통,IT,감가상각비,비품,감가상각비_공기구비품,36.87,36.88,36.87,36.87,36.88,36.87,36.87,36.87,36.88,36.87,36.87,36.88
공통,IT,감가상각비,비품,감가상각비_기계장치,"33,975.19","34,879.79","34,744.67","39,304.48","39,099.33","39,990.07","39,690.43","38,564.62","38,046.09","42,080.64","42,080.22","46,840.87"
공통,IT,감가상각비,소프트웨어,감가상각비_소프트웨어,"135,954.78","136,792.51","137,176.77","119,459.99","120,700.80","120,700.86","120,700.82","120,700.82","120,700.84","120,700.85","120,700.82","111,529.03"
공통,IT,감가상각비,소프트웨어,감가상각비_홈페이지등,"1,185.68","1,185.69","1,185.68","1,185.69","1,185.68","1,185.68","1,185.69","1,185.68","1,185.68","1,185.68","1,185.69","1,185.69"
공통,IT,광고비,마케팅,광고선전비_MKT광고,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,IT,기타,물류비,지급수수료_퀵서비스,20.38,749.53,63.77,73.68,248.25,208.17,43.77,97.08,263.45,84.09,138.60,95.06
공통,IT,기타,사무용품비,소모품비_사무용품,"1,443.01","15,945.50","2,177.78","9,505.46","4,400.00","4,789.11","1,977.88","3,131.33","1,496.46","20,464.59","9,606.73","8,191.42"
공통,IT,기타,시내교통비,여비교통비_시내교통비,797.48,554.59,779.67,276.00,4.35,0.00,2.83,832.30,70.19,150.69,477.30,318.18
공통,IT,기타,접대비,접대비,0.00,546.99,0.00,0.00,0.00,0.00,723.30,0.00,0.00,389.00,0.00,210.90
공통,IT,기타,통신비,통신비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,IT,복리후생비,공적금,복리후생비_공적금,"20,202.00","20,202.00","20,202.00","20,202.00","20,202.00","20,202.00","20,202.00","27,720.00","23,415.00","23,415.00","23,415.00","23,415.00"
공통,IT,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,130.00,"1,305.20",207.30,0.00,438.80,147.10,"3,091.00",0.00,"5,636.75"
공통,IT,복리후생비,사회보험,복리후생비_사회보험,"45,049.46","45,049.46","45,049.46","41,682.04","43,365.75","43,365.75","43,365.75","59,111.63","50,072.32","50,072.32","50,072.32","50,072.32"
공통,IT,복리후생비,식대,복리후생비_식대,0.00,160.00,232.00,240.00,40.00,40.00,80.00,120.00,198.90,160.00,0.00,80.00
공통,IT,인건비,"급여,성과급",인건비,"229,297.35","388,454.82","184,517.67","294,453.69","340,497.33","340,497.33","340,497.33","336,481.71","346,721.88","339,459.91","345,674.35","338,422.48"
공통,IT,지급수수료,IT비용,지급수수료_소프트웨어사용료,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732.74,0.00,0.00,0.00,0.00
공통,IT,지급수수료,지급수수료(중),지급수수료_지급용역료,"75,381.27","448,549.08","421,175.18","736,992.00","508,503.22","588,776.67","564,783.62","421,111.15","455,363.96","481,441.33","822,573.66","251,440.97"
공통,IT,출장비,해외출장비,여비교통비_해외출장비,0.00,0.00,0.00,0.00,0.00,"9,041.80","4,297.37",0.00,0.00,0.00,0.00,0.00
공통,MD,기타,물류비,지급수수료_운송비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.76
공통,MD,기타,물류비,지급수수료_퀵서비스,0.00,130.74,191.29,155.30,147.88,39.43,0.00,32.81,360.28,572.33,129.09,640.18
공통,MD,기타,사무용품비,소모품비_사무용품,164.40,0.00,"4,762.00",0.00,0.00,0.00,0.00,0.00,"22,393.42",0.00,"3,900.00","3,640.76"
공통,MD,기타,사무용품비,소모품비_포장소모품,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,294.00",0.00,"4,588.00"
공통,MD,기타,시내교통비,여비교통비_시내교통비,"2,679.20","1,545.39","4,276.39","1,035.75","1,495.33",632.05,5.65,"7,141.25","5,236.24","2,096.44",820.72,"2,604.45"
공통,MD,기타,접대비,접대비,0.00,"1,408.11",381.50,487.00,0.00,0.00,691.00,0.00,0.00,0.00,"3,843.05",0.00
공통,MD,복리후생비,기타 복리후생비,복리후생비_복리,"1,800.00",0.00,0.00,"19,233.70","1,841.00","3,144.00",0.00,"2,107.00","2,729.00","33,115.21",0.00,"23,434.42"
공통,MD,복리후생비,식대,복리후생비_식대,"1,023.78",244.80,556.28,"4,651.00",360.00,0.00,"1,028.50",39.50,354.80,"2,713.90","2,400.25","3,724.82"
공통,MD,복리후생비,주재원,복리후생비_외국인직원복리,"73,517.72","39,402.60","65,648.63","77,709.58","91,102.63","85,718.85","107,948.43","85,283.14","57,395.20","28,864.22","45,844.89","59,690.82"
공통,MD,지급수수료,지급수수료(중),지급수수료_지급용역료,"2,306.08","2,306.08","2,306.08","2,306.08","2,306.08","2,306.08","2,306.08","2,306.08","2,306.08","6,348.34","2,306.08","1,976.64"
공통,MGT,감가상각비,비품,감가상각비_공기구비품,"1,022.20","1,022.21","1,022.18","1,022.21","1,022.20","1,022.20","1,022.18","1,022.20","1,022.20","1,022.18","1,022.20","1,022.21"
공통,MGT,감가상각비,비품,감가상각비_기계장치,"2,123.92","2,123.91","2,123.93","2,123.92","2,123.92","2,123.92","2,123.92","2,123.92","2,123.91","2,123.95","2,123.92","2,123.90"
공통,MGT,광고비,샘플사용,간접 샘플 수수료,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,MGT,기타,물류비,지급수수료_퀵서비스,0.00,24.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,MGT,기타,사무용품비,소모품비_사무용품,375.00,0.00,"2,198.00",0.00,165.00,0.00,0.00,0.00,0.00,337.05,232.00,"1,028.00"
공통,MGT,기타,시내교통비,여비교통비_시내교통비,"6,559.76","7,247.63","6,959.88","5,444.30","6,984.00","-8,436.44","4,074.84","8,664.92","7,190.97","7,574.91","9,107.41","9,220.32"
공통,MGT,기타,접대비,접대비,"100,965.23","38,683.68","20,162.00","3,891.00","23,198.60","7,748.40","12,480.45","15,671.50","70,536.00","46,304.65","33,398.00","24,925.00"
공통,MGT,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,MGT,복리후생비,식대,복리후생비_식대,"17,607.87","7,140.42","7,004.30","4,589.60","3,962.10","2,131.00","2,761.70","2,438.00","12,394.00","13,167.20","7,026.70","16,245.21"
공통,MGT,복리후생비,주재원,복리후생비_외국인직원복리,"109,224.21","128,073.10","108,441.42","130,709.13","93,644.43","107,896.76","195,103.33","101,733.06","123,413.13","97,340.92","115,170.17","117,047.06"
공통,MGT,인건비,"급여,성과급",인건비,"552,735.67","768,061.00","-386,786.27","537,905.20","557,905.20","1,003,372.63","595,521.22","567,905.20","507,905.20","587,905.20","587,905.20","480,512.04"
공통,MGT,출장비,국내출장비,여비교통비_국내출장비,"19,260.06","9,366.42","40,212.45","47,474.33","-12,711.72","16,607.67","30,006.79","5,536.64","10,376.98","70,641.99","1,859.43","24,806.76"
공통,MGT,출장비,해외출장비,여비교통비_해외출장비,0.00,0.00,0.00,0.00,0.00,"23,996.01","2,802.34","4,906.35","4,005.34",0.02,"5,587.37",0.00
공통,MP(상품기획),기타,물류비,지급수수료_퀵서비스,0.00,0.00,0.00,53.77,21.51,27.02,0.00,0.00,0.00,0.00,0.00,0.00
공통,MP(상품기획),기타,사무용품비,소모품비_사무용품,0.00,0.00,919.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,MP(상품기획),기타,시내교통비,여비교통비_시내교통비,60.09,249.00,288.90,-17.17,110.35,0.00,0.00,21.94,0.00,0.00,0.00,109.72
공통,MP(상품기획),복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,263.00",0.00,0.00,874.10
공통,MP(상품기획),복리후생비,식대,복리후생비_식대,0.00,240.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Process Inovation,감가상각비,소프트웨어,감가상각비_소프트웨어,"46,925.46","46,925.47","46,925.46","46,925.46","46,925.47","46,925.46","46,925.47","46,925.46","46,925.46","46,925.46","46,925.47","46,925.46"
공통,Process Inovation,기타,물류비,지급수수료_퀵서비스,0.00,0.00,0.00,45.47,0.00,13.21,0.00,8.38,0.00,11.32,8.38,0.00
공통,Process Inovation,기타,시내교통비,여비교통비_시내교통비,131.00,250.72,474.24,191.53,-5.15,0.00,51.00,145.08,181.26,126.63,0.00,120.19
공통,Process Inovation,기타,접대비,접대비,0.00,0.00,0.00,0.00,0.00,0.00,"1,867.00",0.00,0.00,0.00,0.00,"2,823.00"
공통,Process Inovation,복리후생비,공적금,복리후생비_공적금,"12,409.00","12,409.00","12,409.00","12,409.00","12,409.00","12,409.00","12,409.00","15,291.00","13,850.00","13,850.00","13,850.00","13,850.00"
공통,Process Inovation,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,0.00,"3,164.00",0.00,0.00,0.00,0.00,0.00
공통,Process Inovation,복리후생비,사회보험,복리후생비_사회보험,"27,671.66","27,671.66","27,671.66","25,603.22","26,637.44","26,637.44","26,637.44","32,591.31","29,614.38","29,614.38","29,614.38","29,614.38"
공통,Process Inovation,복리후생비,식대,복리후생비_식대,0.00,0.00,0.00,520.00,0.00,400.00,400.00,0.00,0.00,0.00,0.00,360.00
공통,Process Inovation,복리후생비,주재원,복리후생비_외국인직원복리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Process Inovation,인건비,"급여,성과급",인건비,"156,890.67","264,683.33","325,446.64","175,712.00","175,712.00","175,712.00","175,712.00","173,691.83","175,491.69","175,491.69","186,636.13","175,051.09"
공통,Process Inovation,지급수수료,지급수수료(중),지급수수료_지급용역료,"254,402.00","254,402.00",0.00,"49,198.12","32,798.74","16,399.37","32,798.75","32,798.74","164,874.21","32,798.74","32,798.75","268,647.80"
공통,Process Inovation,출장비,해외출장비,여비교통비_해외출장비,0.00,0.00,0.00,0.00,0.00,"3,792.90","7,131.26",0.00,225.97,0.00,0.00,0.00
공통,Supply Chain,감가상각비,비품,감가상각비_기계장치,"4,537.38","4,537.38","4,537.30","4,678.93","5,465.59","5,330.47","5,180.46","5,038.87","4,815.11","4,815.20","4,815.30","4,353.91"
공통,Supply Chain,광고비,샘플사용,간접 샘플 수수료,"6,308.23",0.00,"4,537.64","3,406.73","2,840.26",491.50,"13,106.69",-282.67,"-7,512.64","20,625.06",-733.12,"9,942.31"
공통,Supply Chain,기타,물류비,지급수수료_운송비,"1,359,348.64",0.00,0.00,"20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","109,449.55","20,000.00","20,000.00"
공통,Supply Chain,기타,물류비,지급수수료_퀵서비스,"2,213.58","31,350.24","30,510.61","1,086.37",836.51,498.05,699.81,927.25,251.70,259.70,498.21,522.72
공통,Supply Chain,기타,사무용품비,소모품비_사무용품,0.00,0.00,0.00,70.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Supply Chain,기타,사무용품비,소모품비_포장소모품,"11,292.04",0.00,0.00,0.00,"8,297.82","6,833.08","3,266.87",0.00,"1,991.15","5,487.76","4,602.69",0.00
공통,Supply Chain,기타,시내교통비,여비교통비_시내교통비,"1,126.50",474.64,"1,198.01",619.49,691.88,119.41,0.00,"2,340.48","1,228.82",719.40,190.43,563.50
공통,Supply Chain,복리후생비,공적금,복리후생비_공적금,"39,611.00","39,611.00","43,271.00","39,611.00","39,611.00","39,611.00","37,547.00","50,637.00","43,726.00","43,726.00","43,726.00","42,886.00"
공통,Supply Chain,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,237.00",0.00,0.00,"17,537.72"
공통,Supply Chain,복리후생비,사회보험,복리후생비_사회보험,"88,928.28","88,928.28","97,088.86","81,975.94","85,604.61","85,604.61","81,173.90","107,466.32","93,537.57","93,537.57","93,537.57","91,741.37"
공통,Supply Chain,복리후생비,식대,복리후생비_식대,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,0.00,"4,387.00",0.00
공통,Supply Chain,인건비,"급여,성과급",인건비,"575,329.51","875,929.94","526,360.23","570,814.53","588,307.45","606,040.14","506,588.70","535,786.56","563,652.46","599,861.17","572,381.93","587,267.56"
공통,Supply Chain,인건비,"파트타임,인턴",노무비,"48,333.31","96,590.03","344,146.58","54,606.28","54,606.28","54,606.28","54,606.28","54,606.28","54,606.28","54,606.28","54,606.28","54,606.28"
공통,Supply Chain,지급수수료,분류용역비,지급수수료_분류용역비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"298,363.38",0.00,0.00
공통,Supply Chain,지급수수료,지급수수료(중),지급수수료_지급용역료,"237,429.15","3,062.26",0.00,"42,284.62","9,183.26","9,183.26","36,924.06",0.00,"48,800.81","-318,211.49","396,996.18","6,701.89"
공통,Supply Chain,출장비,국내출장비,여비교통비_국내출장비,"1,339.02",-82.39,"1,848.26",803.74,-33.72,0.00,"1,163.00","2,160.57","1,894.92",974.60,"2,709.86","2,732.71"
공통,VMD,기타,물류비,지급수수료_퀵서비스,624.52,"3,233.78",921.13,918.92,458.87,186.55,83.35,318.22,103.85,171.83,574.98,"2,795.59"
공통,VMD,기타,사무용품비,소모품비_사무용품,0.00,0.00,0.00,0.00,0.00,0.00,"3,766.95","1,100.00","4,099.12",0.00,0.00,0.00
공통,VMD,기타,시내교통비,여비교통비_시내교통비,"4,668.46","5,289.14","7,017.59","8,476.09","3,091.96",743.55,8.49,"9,027.57","4,233.96","2,830.73","2,021.00","2,540.12"
공통,VMD,복리후생비,기타 복리후생비,복리후생비_복리,"2,799.00",0.00,0.00,783.00,0.00,"1,779.00",602.00,0.00,0.00,"12,000.00",0.00,"5,687.99"
공통,VMD,복리후생비,식대,복리후생비_식대,320.00,0.00,0.00,360.00,0.00,0.00,654.80,120.00,317.00,160.00,230.00,"2,325.14"
공통,VMD,지급수수료,VMD,소모품비_매장소모품,0.00,0.00,0.00,0.00,"24,185.84",565.49,0.00,0.00,0.00,0.00,"20,000.00","75,508.85"
공통,VMD,지급수수료,지급수수료(중),지급수수료_지급용역료,"18,956.24","17,925.00","-8,396.24",0.00,0.00,0.00,0.00,0.00,"8,141.59",0.00,0.00,0.00
공통,Wholesale,기타,물류비,지급수수료_퀵서비스,"1,005.00",530.65,115.52,105.90,324.86,256.78,664.61,25.13,55.85,248.47,127.76,387.00
공통,Wholesale,기타,사무용품비,소모품비_사무용품,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,Wholesale,기타,시내교통비,여비교통비_시내교통비,"2,931.92","1,380.98","5,042.85","6,642.44","4,433.71",490.63,90.00,"5,825.58","1,174.43","2,530.84",772.88,"1,484.80"
공통,Wholesale,기타,접대비,접대비,"2,388.00",862.00,0.00,841.00,544.00,"1,714.00","3,238.94","7,443.00","1,146.00",0.00,0.00,"3,834.00"
공통,Wholesale,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,908.60,0.00,860.60,0.00,"1,700.00",0.00,500.00
공통,Wholesale,복리후생비,식대,복리후생비_식대,108.00,0.00,117.90,0.00,0.00,0.00,449.04,486.99,40.00,0.00,198.60,0.00
공통,구매,감가상각비,비품,감가상각비_기계장치,223.67,223.68,223.67,223.67,223.67,223.68,223.67,0.00,0.00,0.00,0.00,0.00
공통,구매,광고비,마케팅,광고선전비_MKT광고,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,구매,기타,물류비,지급수수료_퀵서비스,78.11,44.15,21.51,10.75,38.96,16.75,20.96,65.47,67.72,79.62,92.15,43.98
공통,구매,기타,시내교통비,여비교통비_시내교통비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.03,0.00,0.00
공통,구매,기타,접대비,접대비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,360.00",0.00,0.00,0.00
공통,구매,복리후생비,기타 복리후생비,복리후생비_복리,915.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,구매,인건비,"급여,성과급",인건비,0.00,"3,713.67","4,085.00","4,085.00","18,023.70","15,076.53","15,418.33","14,871.16","15,418.33","15,418.33","15,418.33","15,418.33"
공통,구매,지급수수료,지급수수료(중),지급수수료_지급용역료,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,구매,출장비,국내출장비,여비교통비_국내출장비,204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,221.93","3,221.16",128.58,0.00
공통,리테일,기타,물류비,지급수수료_퀵서비스,333.02,"1,069.15",259.91,308.96,513.16,413.58,739.43,173.13,436.26,410.49,721.71,422.53
공통,리테일,기타,사무용품비,소모품비_사무용품,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,707.08,0.00
공통,리테일,기타,시내교통비,여비교통비_시내교통비,"2,296.85",899.28,"2,447.28","1,544.28",749.75,752.67,0.00,"3,675.54","7,060.66","6,063.20","4,835.88","4,497.13"
공통,리테일,기타,접대비,접대비,303.00,316.00,0.00,428.00,0.00,105.00,729.00,541.00,496.00,0.00,0.00,0.00
공통,리테일,기타,통신비,통신비,600.00,0.00,400.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,365.09,0.00
공통,리테일,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,"2,019.00",0.00,940.00,"1,500.00",0.00,0.00,900.00
공통,리테일,복리후생비,식대,복리후생비_식대,0.00,"1,203.30","1,769.86","2,858.50",0.00,615.00,"2,062.40","2,320.00","4,728.01","1,905.20","4,329.30","9,664.08"
공통,리테일,복리후생비,주재원,복리후생비_외국인직원복리,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"35,200.00","58,742.24","31,900.00","48,190.00","35,900.00"
공통,리테일,지급수수료,지급수수료(중),지급수수료_지급용역료,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"124,339.62",0.00,"80,924.53","85,603.77"
공통,마케팅,기타,물류비,지급수수료_퀵서비스,376.89,"1,415.37","4,534.77",930.14,"3,118.02",829.83,"1,128.08",365.95,669.79,"1,098.42","1,354.09","3,669.41"
공통,마케팅,기타,사무용품비,소모품비_사무용품,0.00,0.00,"4,685.84",0.00,"1,100.00",0.00,0.00,0.00,0.00,"3,000.00",0.00,0.00
공통,마케팅,기타,시내교통비,여비교통비_시내교통비,"3,162.72","3,938.35","4,221.88","2,532.85","1,556.40","1,549.10",41.32,"7,600.94","6,730.23","6,725.79","3,025.61","6,215.43"
공통,마케팅,기타,접대비,접대비,0.00,0.00,584.20,0.00,970.10,0.00,0.00,"1,746.50",0.00,0.00,0.00,0.00
공통,마케팅,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,"18,092.00",0.00,846.00,"1,462.00",0.00,"30,924.00",0.00,"4,462.67"
공통,마케팅,복리후생비,식대,복리후생비_식대,0.00,601.30,0.00,"5,234.32","3,184.57","1,545.00","1,443.38","1,426.50","2,500.17","2,720.00","1,559.98","10,815.01"
공통,마케팅,지급수수료,지급수수료(중),지급수수료_지급용역료,"2,306.08","2,306.08","92,556.08","2,306.08","2,306.08","2,306.08","2,306.08","2,306.08","2,306.07","1,976.64","2,606.08","1,976.64"
공통,법무,감가상각비,비품,감가상각비_기계장치,405.54,405.51,405.54,405.51,135.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,법무,광고비,샘플사용,간접 샘플 수수료,0.00,0.00,0.00,0.00,"1,997.00",0.00,0.00,0.00,0.00,"56,287.11",0.00,0.00
공통,법무,기타,교육훈련비,지급수수료_교육훈련비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,223.30",0.00,0.00
공통,법무,기타,물류비,지급수수료_퀵서비스,731.42,648.10,103.07,141.60,51.98,28.62,294.60,62.83,138.83,33.51,0.00,42.57
공통,법무,기타,사무용품비,소모품비_사무용품,70.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,법무,기타,시내교통비,여비교통비_시내교통비,476.24,256.64,29.60,49.20,36.15,62.38,0.00,220.53,35.63,485.42,127.34,128.14
공통,법무,복리후생비,공적금,복리후생비_공적금,"12,559.00","12,559.00","12,559.00","12,559.00","11,474.00","12,494.00","12,494.00","16,848.00","14,671.00","14,671.00","14,671.00","14,671.00"
공통,법무,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,987.00,0.00,"1,116.00",0.00,858.00,0.00,0.00,0.00,517.80,"3,231.47"
공통,법무,복리후생비,사회보험,복리후생비_사회보험,"28,002.81","28,002.81","28,002.81","25,909.63","24,627.05","26,816.31","26,816.31","35,926.45","31,371.38","31,371.38","31,371.38","31,371.38"
공통,법무,복리후생비,식대,복리후생비_식대,0.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,법무,인건비,"급여,성과급",인건비,"139,766.66","224,725.92","180,768.66","147,151.87","144,220.07","135,864.81","118,853.33","119,903.09","118,853.33","118,853.33","118,853.33","140,551.49"
공통,법무,인건비,"파트타임,인턴",노무비,"2,495.48","3,497.05","2,457.69","2,722.25","3,176.79",0.00,"2,495.48","3,289.18","3,988.39","1,437.22","1,380.53","1,739.58"
공통,법무,지급수수료,지급수수료(중),지급수수료_지급용역료,"104,961.97","25,516.63","133,831.46","126,244.63","130,980.09","64,253.03","57,649.55","68,896.01","86,104.51","78,884.23","70,591.87","-61,378.97"
공통,법무,출장비,국내출장비,여비교통비_국내출장비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,334.00,"4,787.59",0.00,0.00
공통,온라인,기타,물류비,지급수수료_퀵서비스,705.47,360.66,313.21,197.45,191.04,410.87,189.49,364.75,109.40,"1,082.15",190.76,403.06
공통,온라인,기타,사무용품비,소모품비_사무용품,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,온라인,기타,시내교통비,여비교통비_시내교통비,"1,550.35","1,352.91",527.89,"3,617.47","3,147.29","1,438.54",159.58,"3,222.64","2,166.83","1,703.87","3,595.73","1,639.33"
공통,온라인,기타,접대비,접대비,0.00,0.00,0.00,"1,550.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,온라인,복리후생비,기타 복리후생비,복리후생비_복리,"9,440.00",0.00,0.00,"2,694.60",0.00,0.00,0.00,"16,287.00","16,255.25","1,160.00",0.00,"10,543.73"
공통,온라인,복리후생비,식대,복리후생비_식대,"1,706.10",0.00,0.00,0.00,234.04,0.00,"1,521.74",0.00,0.00,0.00,0.00,"4,624.58"
공통,온라인,지급수수료,지급수수료(중),지급수수료_지급용역료,"196,584.38","2,306.08","8,988.93","76,615.15","31,615.15","31,615.15","31,898.18","31,898.17","2,604.08","1,976.64","2,306.08","1,976.64"
공통,유통MD,기타,물류비,지급수수료_퀵서비스,0.00,0.00,0.00,48.58,0.00,13.21,0.00,0.00,76.79,24.43,54.98,19.55
공통,유통MD,기타,사무용품비,소모품비_사무용품,0.00,0.00,0.00,"8,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,유통MD,기타,시내교통비,여비교통비_시내교통비,219.61,819.59,338.87,568.70,17.10,452.36,0.00,909.90,113.56,49.42,158.19,810.39
